Taman Hutan Raya Pocut Meurah Intan,Aceh Utara,Alam,Lhokseumawe,Aceh Utara,Aceh,Taman hutan raya yang menawarkan keindahan alam serta berbagai kegiatan ekowisata di tengah hutan Aceh.,"Taman Hutan Raya, Pocut Meurah Intan, Alam, Aceh Utara",0
Danau Laut Tawar,Aceh Tengah,Alam,Takengon,Aceh,Aceh,"Danau yang terletak di dataran tinggi, dikelilingi oleh pegunungan dan udara sejuk, ideal untuk menikmati alam dan aktivitas perahu.","Danau Laut Tawar, Alam, Aceh Tengah",0
Air Terjun Suhom,Aceh Besar,Alam,Aceh Besar,Aceh,Aceh,Air terjun yang berada di kawasan pegunungan dengan pemandangan alam yang menakjubkan dan suasana yang tenang.,"Air Terjun, Suhom, Alam, Aceh Besar",0
Gunung Leuser,Aceh Tenggara,Alam,Aceh Tenggara,Aceh,Aceh,Gunung yang merupakan bagian dari Taman Nasional Gunung Leuser dan terkenal dengan kekayaan flora dan fauna langkanya.,"Gunung Leuser, Pendakian, Alam, Aceh Tenggara",0
Air Terjun Lhok Mata Ie,Aceh Besar,Alam,Aceh Besar,Aceh,Aceh,"Air terjun yang tersembunyi di hutan Aceh Besar, tempat yang sangat cocok untuk menikmati keindahan alam dan trekking.","Air Terjun, Lhok Mata Ie, Alam, Aceh Besar",0
Taman Nasional Bukit Barisan,Aceh Tengah,Alam,Aceh Tengah,Aceh,Aceh,"Taman nasional dengan kekayaan biodiversitas dan jalur trekking yang menantang, menjadi rumah bagi berbagai spesies flora dan fauna.","Taman Nasional, Bukit Barisan, Alam, Aceh Tengah",0
Kebun Raya Takengon,Aceh Tengah,Alam,Takengon,Aceh,Aceh,"Kebun raya yang terletak di daerah dataran tinggi Aceh Tengah, menawarkan keindahan alam dan udara segar.","Kebun Raya, Takengon, Alam, Aceh Tengah",0
Danau Paya Seunara,Aceh Besar,Alam,Aceh Besar,Aceh,Aceh,Danau yang terletak di kaki Gunung Seulawah Agam dengan pemandangan alam yang memukau dan cocok untuk kegiatan memancing.,"Danau Paya Seunara, Alam, Aceh Besar",0
Air Terjun Tingkok,Aceh Tengah,Alam,Aceh Tengah,Aceh,Aceh,"Air terjun yang berada di pedalaman Aceh Tengah, dengan pemandangan yang eksotis dan cocok untuk para petualang.","Air Terjun Tingkok, Alam, Aceh Tengah",0
Gunung Seulawah,Aceh Besar,Alam,Aceh Besar,Aceh,Aceh,"Gunung yang terletak tidak jauh dari Banda Aceh, menawarkan pemandangan luar biasa dan trek pendakian yang menantang.","Gunung Seulawah, Pendakian, Alam, Aceh Besar",0
Bukit Jalin,Aceh Jaya,Alam,Aceh Jaya,Aceh,Aceh,Bukit yang menawarkan pemandangan alam luar biasa dan merupakan spot favorit bagi para pecinta alam dan fotografi.,"Bukit Jalin, Alam, Aceh Jaya",0
Taman Wisata Alam Gunung Rinding,Aceh Timur,Alam,Aceh Timur,Aceh,Aceh,"Tempat wisata alam yang indah di kaki Gunung Rinding, cocok untuk pendakian ringan dan menikmati keindahan alam Aceh.","Taman Wisata Alam, Gunung Rinding, Alam, Aceh Timur",0
Air Terjun Lawe Tuwe,Aceh Utara,Alam,Aceh Utara,Aceh,Aceh,"Air terjun yang terletak di hutan Aceh Utara, tempat yang asri dan menyegarkan untuk menikmati alam.","Air Terjun Lawe Tuwe, Alam, Aceh Utara",0
Sungai Alas,Aceh Tenggara,Alam,Aceh Tenggara,Aceh,Aceh,"Sungai yang dikelilingi hutan dan pegunungan, tempat yang sempurna untuk rafting dan menikmati alam sekitar.","Sungai Alas, Rafting, Alam, Aceh Tenggara",0
Puncak Beurawe,Aceh Besar,Alam,Aceh Besar,Aceh,Aceh,"Puncak yang menawarkan pemandangan alam Banda Aceh dan sekitarnya, cocok untuk trekking ringan.","Puncak Beurawe, Alam, Aceh Besar",0
Air Terjun Simpang Tiga,Aceh Jaya,Alam,Aceh Jaya,Aceh,Aceh,"Air terjun yang terletak di pedalaman Aceh Jaya, dengan pemandangan alam yang mempesona dan suasana yang damai.","Air Terjun Simpang Tiga, Alam, Aceh Jaya",0
Taman Nasional Gunung Sinabung,Aceh Besar,Alam,Aceh Besar,Aceh,Aceh,Taman nasional yang kaya akan flora dan fauna serta memiliki jalur pendakian yang indah dan menantang.,"Taman Nasional, Gunung Sinabung, Alam, Aceh Besar",0
Lembah Tualang,Aceh Barat,Alam,Aceh Barat,Aceh,Aceh,"Lembah yang dikelilingi oleh gunung-gunung, menyuguhkan pemandangan alam yang menawan dan cocok untuk kegiatan hiking.","Lembah Tualang, Alam, Aceh Barat",0
Hutan Mangrove Aceh,Aceh Besar,Alam,Aceh Besar,Aceh,Aceh,"Hutan mangrove yang indah di Aceh Besar, memberikan pengalaman berkeliling dengan perahu dan menikmati ekosistem hutan.","Hutan Mangrove, Aceh Besar, Alam",0
Air Terjun Pintu Rimba,Aceh Utara,Alam,Aceh Utara,Aceh,Aceh,"Air terjun yang terletak di dalam hutan rimba Aceh Utara, menawarkan suasana yang sejuk dan pemandangan alami yang menakjubkan.","Air Terjun, Pintu Rimba, Alam, Aceh Utara",0
Gunung Tagoe,Aceh Barat Daya,Alam,Aceh Barat Daya,Aceh,Aceh,Gunung dengan trek pendakian yang menantang dan pemandangan yang memukau dari puncaknya.,"Gunung Tagoe, Pendakian, Alam, Aceh Barat Daya",0
Taman Hutan Raya Leuser,Aceh,Alam,Aceh,Aceh,Aceh,Salah satu taman hutan terbesar di Sumatra yang menawarkan keanekaragaman hayati serta trekking yang seru dan menarik.,"Taman Hutan Raya, Leuser, Alam, Aceh",0
Gunung Sarin,Aceh Barat,Alam,Aceh Barat,Aceh,Aceh,Gunung yang memiliki jalur pendakian ringan dan pemandangan alam Aceh yang sangat indah.,"Gunung Sarin, Pendakian, Alam, Aceh Barat",0
Kawah Gunung Sinabung,Aceh Utara,Alam,Aceh Utara,Aceh,Aceh,"Kawah gunung yang aktif, dengan pemandangan alam yang dramatis dan cocok untuk para pecinta alam dan fotografi.","Kawah Gunung Sinabung, Alam, Aceh Utara",0
Danau Kumbang,Aceh Utara,Alam,Aceh Utara,Aceh,Aceh,"Danau yang terletak di daerah pegunungan dengan udara segar, cocok untuk wisata alam dan rekreasi keluarga.","Danau Kumbang, Alam, Aceh Utara",0
Air Terjun Keuneukai,Aceh Barat,Alam,Aceh Barat,Aceh,Aceh,"Air terjun yang terletak di tengah hutan Aceh Barat, sangat cocok untuk wisata alam dan aktivitas trekking.","Air Terjun, Keuneukai, Alam, Aceh Barat",0
Taman Rakyat Aceh,Banda Aceh,Tempat Bermain,Banda Aceh,Banda Aceh,Aceh,Taman kota yang menawarkan berbagai fasilitas untuk bermain anak-anak dan ruang terbuka hijau yang nyaman.,"Taman, Bermain, Aceh, Banda Aceh",0
Arena Luncur Salju,Aceh Besar,Tempat Bermain,Aceh Besar,Aceh,Aceh,Tempat bermain yang unik di Aceh Besar yang menawarkan pengalaman bermain salju di area yang dikhususkan untuk anak-anak.,"Arena Luncur Salju, Bermain, Aceh Besar",0
Taman Wisata Alam Gunung Seulawah,Aceh Besar,Tempat Bermain,Banda Aceh,Aceh Besar,Aceh,Tempat bermain di alam terbuka yang menyajikan pemandangan indah dan berbagai aktivitas outdoor untuk keluarga.,"Taman Wisata, Alam, Bermain, Aceh Besar",0
Taman Monumen Kemenangan,Banda Aceh,Tempat Bermain,Banda Aceh,Banda Aceh,Aceh,"Taman bermain yang terletak dekat dengan Monumen Kemenangan, cocok untuk bersantai dan bermain bersama keluarga.","Taman, Monumen, Bermain, Banda Aceh",0
Kid's Fun Park,Banda Aceh,Tempat Bermain,Banda Aceh,Banda Aceh,Aceh,"Tempat bermain anak-anak yang menyenangkan dengan berbagai wahana seperti ayunan, perosotan, dan permainan interaktif.","Kid's Fun Park, Bermain, Aceh, Banda Aceh",0
Banda Aceh Bowling,Banda Aceh,Tempat Bermain,Banda Aceh,Banda Aceh,Aceh,Tempat bermain bowling yang menyenangkan untuk keluarga dan teman-teman dengan suasana yang nyaman.,"Bowling, Bermain, Aceh, Banda Aceh",0
Taman Rekreasi Aceh,Banda Aceh,Tempat Bermain,Banda Aceh,Banda Aceh,Aceh,Taman rekreasi keluarga yang menawarkan berbagai fasilitas hiburan dan permainan untuk anak-anak dan dewasa.,"Taman Rekreasi, Bermain, Aceh, Banda Aceh",0
Aceh Waterpark,Banda Aceh,Tempat Bermain,Banda Aceh,Banda Aceh,Aceh,"Waterpark yang menyenangkan dengan berbagai kolam renang, seluncuran air, dan permainan air lainnya untuk keluarga.","Waterpark, Bermain, Aceh, Banda Aceh",0
Pusat Permainan Anak,Lhokseumawe,Tempat Bermain,Lhokseumawe,Aceh Utara,Aceh,Pusat permainan anak-anak yang dilengkapi dengan berbagai fasilitas permainan yang aman dan menyenangkan.,"Permainan Anak, Bermain, Aceh Utara, Lhokseumawe",0
Aceh Playground,Banda Aceh,Tempat Bermain,Banda Aceh,Banda Aceh,Aceh,"Tempat bermain anak-anak yang dilengkapi dengan ayunan, perosotan, dan area bermain yang luas.","Playground, Bermain, Aceh, Banda Aceh",0
Kolam Renang Banda Aceh,Banda Aceh,Tempat Bermain,Banda Aceh,Banda Aceh,Aceh,"Kolam renang dengan berbagai fasilitas untuk bermain air, cocok untuk keluarga yang ingin bersantai.","Kolam Renang, Bermain, Aceh, Banda Aceh",0
Cileung Fun Park,Aceh Barat,Tempat Bermain,Aceh Barat,Aceh,Aceh,"Tempat bermain keluarga yang menyajikan berbagai wahana hiburan seperti perosotan, ayunan, dan kolam renang.","Fun Park, Bermain, Aceh Barat",0
Taman Pahlawan,Lhokseumawe,Tempat Bermain,Lhokseumawe,Aceh Utara,Aceh,Taman pahlawan yang memiliki area bermain untuk anak-anak dan juga tempat bersantai bagi keluarga.,"Taman, Pahlawan, Bermain, Lhokseumawe",0
Rimba Raya Waterpark,Aceh Timur,Tempat Bermain,Aceh Timur,Aceh,Aceh,"Waterpark yang terletak di Aceh Timur, memiliki berbagai kolam renang dan permainan air yang menyenangkan untuk anak-anak.","Waterpark, Bermain, Aceh Timur",0
Batu Jaya Recreation,Aceh Barat Daya,Tempat Bermain,Aceh Barat Daya,Aceh,Aceh,Tempat rekreasi keluarga yang dilengkapi dengan berbagai wahana permainan outdoor untuk anak-anak dan orang dewasa.,"Recreation, Bermain, Aceh Barat Daya",0
Hutan Kota Banda Aceh,Banda Aceh,Tempat Bermain,Banda Aceh,Banda Aceh,Aceh,"Taman kota yang dilengkapi dengan area bermain anak dan jalur lari, cocok untuk aktivitas keluarga dan olahraga ringan.","Hutan Kota, Bermain, Aceh, Banda Aceh",0
Aceh Theme Park,Banda Aceh,Tempat Bermain,Banda Aceh,Banda Aceh,Aceh,"Taman hiburan dengan berbagai permainan menarik seperti roller coaster mini, kereta mini, dan wahana anak-anak.","Theme Park, Bermain, Aceh, Banda Aceh",0
Taman Petualangan,Aceh Utara,Tempat Bermain,Aceh Utara,Aceh,Aceh,"Taman dengan berbagai wahana petualangan untuk anak-anak dan dewasa, menawarkan pengalaman seru di luar ruangan.","Taman Petualangan, Bermain, Aceh Utara",0
Gampong Seumalu,Aceh Besar,Tempat Bermain,Aceh Besar,Aceh,Aceh,Tempat wisata yang memiliki fasilitas bermain anak dan ruang terbuka hijau untuk bersantai bersama keluarga.,"Gampong Seumalu, Bermain, Aceh Besar",0
Aceh Kids Park,Banda Aceh,Tempat Bermain,Banda Aceh,Banda Aceh,Aceh,Taman bermain khusus untuk anak-anak dengan berbagai fasilitas yang menyenangkan dan aman untuk bermain.,"Kids Park, Bermain, Aceh, Banda Aceh",0
Play Park,Aceh Barat Daya,Tempat Bermain,Aceh Barat Daya,Aceh,Aceh,Taman bermain keluarga dengan berbagai fasilitas permainan yang menyenangkan dan cocok untuk anak-anak.,"Play Park, Bermain, Aceh Barat Daya",0
Taman Alam,Aceh Jaya,Tempat Bermain,Aceh Jaya,Aceh,Aceh,Taman alam yang cocok untuk bermain di luar ruangan dengan berbagai fasilitas untuk keluarga dan anak-anak.,"Taman Alam, Bermain, Aceh Jaya",0
Hutan Lindung Aceh,Aceh Timur,Tempat Bermain,Aceh Timur,Aceh,Aceh,Hutan lindung yang juga dilengkapi dengan fasilitas untuk bermain anak dan tempat piknik keluarga.,"Hutan Lindung, Bermain, Aceh Timur",0
Aceh Sports Center,Banda Aceh,Tempat Bermain,Banda Aceh,Banda Aceh,Aceh,"Pusat olahraga yang menawarkan berbagai fasilitas untuk bermain seperti lapangan futsal, tenis, dan area untuk anak-anak.","Sports Center, Bermain, Aceh, Banda Aceh",0
Suka Rame Park,Aceh Selatan,Tempat Bermain,Aceh Selatan,Aceh,Aceh,Taman yang menawarkan berbagai permainan seperti ayunan dan perosotan serta tempat untuk piknik keluarga.,"Suka Rame Park, Bermain, Aceh Selatan",0
Kota Baru Fun Park,Aceh Barat,Tempat Bermain,Aceh Barat,Aceh,Aceh,"Taman hiburan dengan berbagai wahana untuk anak-anak, cocok untuk rekreasi bersama keluarga.","Kota Baru Fun Park, Bermain, Aceh Barat",0
Green Park,Banda Aceh,Tempat Bermain,Banda Aceh,Banda Aceh,Aceh,Taman hijau yang memiliki berbagai fasilitas untuk bermain anak dan tempat bersantai untuk keluarga.,"Green Park, Bermain, Aceh, Banda Aceh",0
Taman Kota Seulawah,Aceh Besar,Tempat Bermain,Aceh Besar,Aceh,Aceh,Taman kota yang menyediakan area untuk bermain anak-anak dan fasilitas olahraga untuk dewasa.,"Taman Kota, Seulawah, Bermain, Aceh Besar",0
Monumen Merah Putih,"Jl. Merdeka, Banda Aceh",Landmark,Banda Aceh,Banda Aceh,Aceh,Monumen yang menjadi simbol perjuangan rakyat Aceh dalam mempertahankan kemerdekaan Indonesia.,"Monumen, Sejarah, Aceh, Banda Aceh",0
Tugu Perdamian,"Jl. Merdeka, Banda Aceh",Landmark,Banda Aceh,Banda Aceh,Aceh,"Tugu yang melambangkan perdamaian pasca konflik Aceh, sebagai simbol persatuan dan rekonsiliasi.","Tugu, Perdamaian, Aceh, Banda Aceh",0
Banda Aceh City Center,"Jl. Alue Naga, Banda Aceh",Landmark,Banda Aceh,Banda Aceh,Aceh,"Pusat kota Banda Aceh yang menjadi pusat kegiatan ekonomi, sosial, dan budaya masyarakat Aceh.","Pusat Kota, Landmark, Aceh, Banda Aceh",0
Pusat Perbelanjaan Aceh,"Jl. Teuku Umar, Banda Aceh",Landmark,Banda Aceh,Banda Aceh,Aceh,Pusat perbelanjaan terbesar di Banda Aceh yang menjadi ikon modernisasi kota.,"Pusat Perbelanjaan, Landmark, Aceh, Banda Aceh",0
Bukit Lampuuk,"Jl. Bukit, Aceh Besar",Landmark,Banda Aceh,Aceh Besar,Aceh,Bukit yang menawarkan pemandangan spektakuler terhadap pantai Lampuuk dan sekitarnya.,"Bukit, Landmark, Aceh, Aceh Besar",0
Tugu Tsunami,"Jl. Merdeka, Banda Aceh",Landmark,Banda Aceh,Banda Aceh,Aceh,Tugu yang dibangun untuk mengenang tragedi tsunami 2004 yang menghancurkan sebagian besar Aceh.,"Tugu, Tsunami, Aceh, Banda Aceh",0
Puncak Geurutee,Aceh Besar,Landmark,Banda Aceh,Aceh Besar,Aceh,"Puncak yang menawarkan pemandangan luar biasa dari ketinggian, dengan jalur pendakian yang terkenal di Aceh.","Puncak, Landmark, Aceh, Aceh Besar",0
Tugu Kemenangan,Banda Aceh,Landmark,Banda Aceh,Banda Aceh,Aceh,Tugu yang melambangkan kemenangan rakyat Aceh dalam mempertahankan kemerdekaan Indonesia.,"Tugu, Kemenangan, Aceh, Banda Aceh",0
Masjid Raya Samalanga,"Jl. Samalanga, Bireuen",Landmark,Bireuen,Bireuen,Aceh,Masjid besar dan megah yang menjadi salah satu landmark utama di Bireuen dengan sejarah yang kaya.,"Masjid, Landmark, Aceh, Bireuen",0
Monumen Pahlawan,"Jl. Pahlawan, Banda Aceh",Landmark,Banda Aceh,Banda Aceh,Aceh,Monumen yang dibangun untuk mengenang para pahlawan yang berjuang dalam mempertahankan kemerdekaan Aceh.,"Monumen, Pahlawan, Aceh, Banda Aceh",0
Gua Jepang,"Jl. Gua Jepang, Sabang",Landmark,Sabang,Sabang,Aceh,Gua yang dibangun oleh tentara Jepang selama Perang Dunia II dan kini menjadi tempat wisata bersejarah.,"Gua Jepang, Sejarah, Aceh, Sabang",0
Pantai Sabang,"Sabang, Aceh",Landmark,Sabang,Sabang,Aceh,Pantai yang terkenal dengan keindahan alamnya dan menjadi salah satu destinasi wisata utama di Aceh.,"Pantai, Landmark, Aceh, Sabang",0
Candi Batu,Aceh Timur,Landmark,Aceh Timur,Aceh,Aceh,"Candi kuno yang terletak di Aceh Timur, dipercaya sebagai peninggalan sejarah kerajaan di masa lalu.","Candi, Landmark, Aceh, Aceh Timur",0
Taman Kota Banda Aceh,"Jl. Taman Siswa, Banda Aceh",Landmark,Banda Aceh,Banda Aceh,Aceh,Taman kota yang menawarkan ruang terbuka hijau untuk masyarakat yang ingin bersantai dan berolahraga.,"Taman, Landmark, Aceh, Banda Aceh",0
Banda Aceh Old Town,Banda Aceh,Landmark,Banda Aceh,Banda Aceh,Aceh,Kawasan kota tua Banda Aceh yang menyimpan sejarah panjang tentang Aceh di masa lalu.,"Kota Tua, Landmark, Aceh, Banda Aceh",0
Benteng Inong Bale,Aceh Besar,Landmark,Banda Aceh,Aceh Besar,Aceh,Benteng peninggalan Belanda yang menjadi saksi bisu sejarah perjuangan rakyat Aceh dalam melawan penjajahan.,"Benteng, Landmark, Aceh, Aceh Besar",0
Pantai Lhok Geudong,"Desa Lhok Geudong, Sawang",,Banda Aceh,Aceh Besar,Aceh,Pantai tersembunyi dengan pasir putih dan tebing karang yang eksotis.,"pantai, pasir putih, tebing karang",0
Air Terjun Kuta Malaka,"Desa Samahani, Kuta Malaka",,Jantho,Aceh Besar,Aceh,Air terjun bertingkat dengan suasana sejuk dan pemandangan alam yang indah.,"air terjun, alam, trekking",Rp10.000
Danau Aneuk Laot,Kota Sabang,,Sabang,Kota Sabang,Aceh,"Danau air tawar yang menjadi sumber air bagi warga Sabang, menawarkan pemandangan alam yang menenangkan.","danau, alam, relaksasi",0
Pantai Pasir Putih Lhok Mee,"Desa Lamreh, Mesjid Raya",,Banda Aceh,Aceh Besar,Aceh,"Pantai dengan pasir putih dan pohon-pohon yang tumbuh di tengah laut, unik dan eksotis.","pantai, pasir putih, pohon laut",0
Pantai Iboih,"Desa Iboih, Sukakarya",,Sabang,Kota Sabang,Aceh,"Pantai dengan air jernih dan terumbu karang yang indah, cocok untuk snorkeling dan diving.","pantai, snorkeling, diving",0
Taman Sari Gunongan,"Jl. Teuku Umar, Sukaramai",,Banda Aceh,Banda Aceh,Aceh,Taman peninggalan sejarah dari Sultan Iskandar Muda sebagai simbol cinta kepada permaisurinya.,"taman, sejarah, budaya",Rp3.000
Air Terjun Pria Laot,"Desa Pria Laot, Sukakarya",,Sabang,Kota Sabang,Aceh,"Air terjun yang tersembunyi di tengah hutan, menawarkan kolam alami untuk berenang.","air terjun, hutan, kolam alami",Rp5.000
Pantai Ulee Lheue,"Desa Ulee Lheue, Meuraxa",,Banda Aceh,Banda Aceh,Aceh,Pantai dengan pemandangan hutan mangrove dan aktivitas nelayan tradisional.,"pantai, hutan mangrove, nelayan tradisional",0
Gunung Leuser National Park,Kecamatan Ketambe,,Blangkejeren,Gayo Lues,Aceh,"Taman nasional dengan keanekaragaman hayati, cocok untuk trekking dan pengamatan satwa liar.","taman nasional, trekking, satwa liar",Rp15.000
Pantai Lamnaga,Jl. Bakti Pemuda No.04,,Meulaboh,Aceh Barat,Aceh,Pantai dengan pemandangan pasir putih dan laut biru yang indah.,"pantai, pasir putih, laut biru",0
Air Terjun Tingkat Tujuh,"Desa Ie Mirah, Kluet Utara",,Tapaktuan,Aceh Selatan,Aceh,Air terjun bertingkat tujuh dengan suasana alam yang asri.,"air terjun, alam, trekking",Rp5.000
Pantai Babah Dua,"Desa Mon Ikeun, Lhoknga",,Banda Aceh,Aceh Besar,Aceh,Pantai dengan ombak yang cocok untuk berselancar dan pemandangan matahari terbenam yang menawan.,"pantai, selancar, matahari terbenam",0
Danau Geunang Geudong,"Desa Paya Tumpi, Kebayakan",,Takengon,Aceh Tengah,Aceh,Danau kecil yang menawarkan pemandangan alam yang tenang dan asri.,"danau, alam, relaksasi",0
Air Terjun Blang Beureugang,"Desa Blang Beureugang, Tangse",,Sigli,Pidie,Aceh,"Air terjun dengan ketinggian sekitar 20 meter, dikelilingi oleh hutan yang masih alami.","air terjun, hutan, trekking",Rp5.000
Pantai Jantang,"Desa Jantang, Lhoong",,Banda Aceh,Aceh Besar,Aceh,Pantai tersembunyi dengan pemandangan tebing dan laut biru yang menawan.,"pantai, tebing, laut biru",0
Air Terjun Tansaran Bidin,"Desa Tansaran Bidin, Bandar",,Blangkejeren,Gayo Lues,Aceh,"Air terjun dengan suasana sejuk dan alam yang masih asri, cocok untuk rekreasi dan fotografi.","air terjun, alam, fotografi",Rp5.000
Pantai Krueng Geukuh,"Desa Krueng Geukuh, Dewantara",,Lhokseumawe,Aceh Utara,Aceh,Pantai dengan pemandangan kapal nelayan dan aktivitas perikanan tradisional.,"pantai, nelayan, perikanan tradisional",0
Air Terjun Peukan Biluy,"Desa Peukan Biluy, Darul Kamal",,Jantho,Aceh Besar,Aceh,Air terjun dengan kolam alami yang cocok untuk berenang dan bersantai.,"air terjun, kolam alami, berenang",Rp5.000
Pantai Lancok,"Desa Lancok, Syamtalira Bayu",,Lhokseumawe,Aceh Utara,Aceh,Pantai dengan hamparan pasir putih dan pohon kelapa yang menambah keindahan.,"pantai, pasir putih, pohon kelapa",0
Air Terjun Kuta Tinggi,"Desa Kuta Tinggi, Blangkejeren",,Blangkejeren,Gayo Lues,Aceh,"Air terjun dengan suasana alam yang masih alami, cocok untuk petualangan dan trekking.","air terjun, alam, petualangan",Rp5.000
Pantai Sawang,"Desa Sawang, Samadua",,Tapaktuan,Aceh Selatan,Aceh,"Pantai dengan pemandangan alam yang asri dan ombak tenang, cocok untuk berenang dan bersantai.","pantai, alam asri, berenang",0
Air Terjun Lhok Pawoh,"Desa Lhok Pawoh, Sawang",,Tapaktuan,Aceh Selatan,Aceh,"Air terjun dengan ketinggian sekitar 15 meter, menawarkan pemandangan alam yang menawan.","air terjun, alam, fotografi",Rp5.000
Pantai Ujong Kareung,"Desa Ie Meulee, Sukajaya",,Sabang,Kota Sabang,Aceh,"Pantai dengan batu karang unik dan pemandangan laut yang jernih, cocok untuk snorkeling.","pantai, batu karang, snorkeling",0
Air Terjun Lawe Ger-ger,"Desa Lawe Ger-ger, Ketambe",,Kutacane,Aceh Tenggara,Aceh,"Air terjun dengan suasana sejuk dan alam yang masih asri, cocok untuk rekreasi dan fotografi.","air terjun, alam, fotografi",Rp5.000
Pulau Banyak,Kepulauan Banyak,,Singkil,Aceh Singkil,Aceh,"Gugusan pulau dengan pantai pasir putih dan air laut yang jernih, cocok untuk snorkeling dan diving.","pulau, pantai, snorkeling, diving",0
Pantai Riting,"Desa Riting, Mesjid Raya",,Banda Aceh,Aceh Besar,Aceh,"Pantai dengan pemandangan tebing dan laut biru yang menawan, cocok untuk fotografi.","pantai, tebing, laut biru, fotografi",0
Taman Nasional Gunung Seulawah,Kecamatan Seulimeum,,Jantho,Aceh Besar,Aceh,"Taman nasional dengan keanekaragaman hayati, cocok untuk trekking dan pengamatan satwa liar.","taman nasional, trekking, satwa liar",Rp15.000
Air Terjun Terujak,"Desa Terujak, Serbajadi",,Idi Rayeuk,Aceh Timur,Aceh,"Air terjun dengan suasana sejuk dan alam yang masih asri, cocok untuk rekreasi dan fotografi.","air terjun, alam, fotografi",Rp5.000
Pantai Ulee Reubek,"Desa Ulee Reubek, Kecamatan Seunuddon",,Seunuddon,Aceh Utara,Aceh,"Pantai dengan pasir putih dan pemandangan laut yang indah, cocok untuk bersantai dan menikmati matahari terbenam.","pantai, pasir putih, matahari terbenam",0
Pantai Bantayan,"Desa Bantayan, Kecamatan Seunuddon",,Seunuddon,Aceh Utara,Aceh,"Pantai yang menawarkan pemandangan alam yang asri dan ombak yang tenang, cocok untuk berenang dan piknik keluarga.","pantai, alam asri, berenang, piknik",0
Air Terjun Ketambe,"Desa Ketambe, Kecamatan Ketambe",,Ketambe,Aceh Tenggara,Aceh,"Air terjun yang terletak di tengah hutan tropis, menawarkan suasana sejuk dan alami, cocok untuk trekking dan fotografi alam.","air terjun, hutan tropis, trekking, fotografi",Rp10.000
Pantai Cemara Indah,"Desa Gosong Telaga, Kecamatan Singkil Utara",,Singkil Utara,Aceh Singkil,Aceh,"Pantai dengan deretan pohon cemara yang menambah kesejukan dan keindahan alam, cocok untuk bersantai dan menikmati angin laut.","pantai, pohon cemara, bersantai",0
Kepulauan Banyak,Kepulauan Banyak,,Singkil,Aceh Singkil,Aceh,"Gugusan pulau-pulau kecil dengan pantai pasir putih dan air laut yang jernih, cocok untuk snorkeling, diving, dan eksplorasi pulau.","pulau, pantai, snorkeling, diving",0
